basYm,crno,fncoCd,fncoNm,ClsfAmt,RatDcd,RatDcdNm
201209,1101110014459,0010628,롯데손해보험주식회사,83.53,A,경과손해율_자동차
201212,1101110014459,0010628,롯데손해보험주식회사,87.35,A,경과손해율_자동차
202009,1101110014459,0010628,롯데손해보험주식회사,90.09,A,경과손해율_자동차
201612,1101110014459,0010628,롯데손해보험주식회사,100.79,A,경과손해율_자동차
202112,1101110014459,0010628,롯데손해보험주식회사,87.91,A,경과손해율_자동차
201306,1101110014459,0010628,롯데손해보험주식회사,88.77,A,경과손해율_자동차
201703,1101110014459,0010628,롯데손해보험주식회사,89.38,A,경과손해율_자동차
201112,1101110014459,0010628,롯데손해보험주식회사,87.28,A,경과손해율_자동차
202006,1101110014459,0010628,롯데손해보험주식회사,90.41,A,경과손해율_자동차
201309,1101110014459,0010628,롯데손해보험주식회사,88.59,A,경과손해율_자동차
201412,1101110014459,0010628,롯데손해보험주식회사,90.12,A,경과손해율_자동차
201506,1101110014459,0010628,롯데손해보험주식회사,93.94,A,경과손해율_자동차
201603,1101110014459,0010628,롯데손해보험주식회사,89.97,A,경과손해율_자동차
201206,1101110014459,0010628,롯데손해보험주식회사,82.55,A,경과손해율_자동차
201303,1101110014459,0010628,롯데손해보험주식회사,87.18,A,경과손해율_자동차
201406,1101110014459,0010628,롯데손해보험주식회사,87.87,A,경과손해율_자동차
201109,1101110014459,0010628,롯데손해보험주식회사,84.24,A,경과손해율_자동차
201509,1101110014459,0010628,롯데손해보험주식회사,93.86,A,경과손해율_자동차
201906,1101110014459,0010628,롯데손해보험주식회사,102.94,A,경과손해율_자동차
201512,1101110014459,0010628,롯데손해보험주식회사,94.51,A,경과손해율_자동차
202003,1101110014459,0010628,롯데손해보험주식회사,91.67,A,경과손해율_자동차
201803,1101110014459,0010628,롯데손해보험주식회사,86.21,A,경과손해율_자동차
201706,1101110014459,0010628,롯데손해보험주식회사,88.06,A,경과손해율_자동차
201606,1101110014459,0010628,롯데손해보험주식회사,90.61,A,경과손해율_자동차
201709,1101110016728,0010630,흥국화재해상보험주식회사,88.53,A,경과손해율_자동차
202109,1101110016728,0010630,흥국화재해상보험주식회사,86.73,A,경과손해율_자동차
201609,1101110016728,0010630,흥국화재해상보험주식회사,95.57,A,경과손해율_자동차
201403,1101110016728,0010630,흥국화재해상보험주식회사,94.47,A,경과손해율_자동차
202203,1101110016728,0010630,흥국화재해상보험주식회사,82.41,A,경과손해율_자동차
201503,1101110016728,0010630,흥국화재해상보험주식회사,98.43,A,경과손해율_자동차
201806,1101110016728,0010630,흥국화재해상보험주식회사,93.23,A,경과손해율_자동차
201106,1101110007082,0010629,그린손해보험주식회사,95.1,A,경과손해율_자동차
201809,1101110016728,0010630,흥국화재해상보험주식회사,95.91,A,경과손해율_자동차
201203,1101110007082,0010629,그린손해보험주식회사,101.76,A,경과손해율_자동차
201712,1101110016728,0010630,흥국화재해상보험주식회사,90.24,A,경과손해율_자동차
201312,1101110016728,0010630,흥국화재해상보험주식회사,94.85,A,경과손해율_자동차
201409,1101110016728,0010630,흥국화재해상보험주식회사,96.18,A,경과손해율_자동차
201209,1101110007082,0010629,그린손해보험주식회사,110.77,A,경과손해율_자동차
201212,1101110007082,0010629,그린손해보험주식회사,116.24,A,경과손해율_자동차
202009,1101110016728,0010630,흥국화재해상보험주식회사,93.94,A,경과손해율_자동차
201612,1101110016728,0010630,흥국화재해상보험주식회사,96.15,A,경과손해율_자동차
202112,1101110016728,0010630,흥국화재해상보험주식회사,88.99,A,경과손해율_자동차
201306,1101110016728,0010630,흥국화재해상보험주식회사,89.98,A,경과손해율_자동차
201703,1101110016728,0010630,흥국화재해상보험주식회사,93.1,A,경과손해율_자동차
201112,1101110007082,0010629,그린손해보험주식회사,101.02,A,경과손해율_자동차
202006,1101110016728,0010630,흥국화재해상보험주식회사,94.87,A,경과손해율_자동차
201309,1101110016728,0010630,흥국화재해상보험주식회사,91.13,A,경과손해율_자동차
201412,1101110016728,0010630,흥국화재해상보험주식회사,98.22,A,경과손해율_자동차
201506,1101110016728,0010630,흥국화재해상보험주식회사,96.19,A,경과손해율_자동차
201603,1101110016728,0010630,흥국화재해상보험주식회사,100.8,A,경과손해율_자동차
201206,1101110007082,0010629,그린손해보험주식회사,106.18,A,경과손해율_자동차
201303,1101110007082,0010629,그린손해보험주식회사,115.94,A,경과손해율_자동차
201406,1101110016728,0010630,흥국화재해상보험주식회사,94.63,A,경과손해율_자동차
201109,1101110007082,0010629,그린손해보험주식회사,102.56,A,경과손해율_자동차
201509,1101110016728,0010630,흥국화재해상보험주식회사,95.6,A,경과손해율_자동차
201906,1101110016728,0010630,흥국화재해상보험주식회사,97.91,A,경과손해율_자동차
201512,1101110016728,0010630,흥국화재해상보험주식회사,96.76,A,경과손해율_자동차
202003,1101110016728,0010630,흥국화재해상보험주식회사,94.35,A,경과손해율_자동차
201803,1101110016728,0010630,흥국화재해상보험주식회사,93.49,A,경과손해율_자동차
201706,1101110016728,0010630,흥국화재해상보험주식회사,89.24,A,경과손해율_자동차
201606,1101110016728,0010630,흥국화재해상보험주식회사,97.17,A,경과손해율_자동차
201709,1101110005078,0010633,삼성화재해상보험주식회사,77.69,A,경과손해율_자동차
202109,1101110005078,0010633,삼성화재해상보험주식회사,79.18,A,경과손해율_자동차
201609,1101110005078,0010633,삼성화재해상보험주식회사,78.52,A,경과손해율_자동차
201403,1101110005078,0010633,삼성화재해상보험주식회사,79.41,A,경과손해율_자동차
202203,1101110005078,0010633,삼성화재해상보험주식회사,74.45,A,경과손해율_자동차
201503,1101110005078,0010633,삼성화재해상보험주식회사,80.96,A,경과손해율_자동차
201806,1101110005078,0010633,삼성화재해상보험주식회사,80.99,A,경과손해율_자동차
201106,1101110016728,0010630,흥국화재해상보험주식회사,90.64,A,경과손해율_자동차
201809,1101110005078,0010633,삼성화재해상보험주식회사,82.99,A,경과손해율_자동차
201203,1101110016728,0010630,흥국화재해상보험주식회사,91.49,A,경과손해율_자동차
201712,1101110005078,0010633,삼성화재해상보험주식회사,80.57,A,경과손해율_자동차
201312,1101110005078,0010633,삼성화재해상보험주식회사,84.77,A,경과손해율_자동차
201409,1101110005078,0010633,삼성화재해상보험주식회사,80.42,A,경과손해율_자동차
201209,1101110016728,0010630,흥국화재해상보험주식회사,88.81,A,경과손해율_자동차
201212,1101110016728,0010630,흥국화재해상보험주식회사,92.41,A,경과손해율_자동차
202009,1101110005078,0010633,삼성화재해상보험주식회사,84.79,A,경과손해율_자동차
201612,1101110005078,0010633,삼성화재해상보험주식회사,80.85,A,경과손해율_자동차
202112,1101110005078,0010633,삼성화재해상보험주식회사,81.87,A,경과손해율_자동차
201306,1101110005078,0010633,삼성화재해상보험주식회사,81.0,A,경과손해율_자동차
201703,1101110005078,0010633,삼성화재해상보험주식회사,76.37,A,경과손해율_자동차
201112,1101110016728,0010630,흥국화재해상보험주식회사,92.1,A,경과손해율_자동차
202006,1101110005078,0010633,삼성화재해상보험주식회사,84.24,A,경과손해율_자동차
201309,1101110005078,0010633,삼성화재해상보험주식회사,83.15,A,경과손해율_자동차
201412,1101110005078,0010633,삼성화재해상보험주식회사,83.02,A,경과손해율_자동차
201506,1101110005078,0010633,삼성화재해상보험주식회사,79.83,A,경과손해율_자동차
201603,1101110005078,0010633,삼성화재해상보험주식회사,79.07,A,경과손해율_자동차
201206,1101110016728,0010630,흥국화재해상보험주식회사,86.46,A,경과손해율_자동차
201303,1101110016728,0010630,흥국화재해상보험주식회사,93.43,A,경과손해율_자동차
201406,1101110005078,0010633,삼성화재해상보험주식회사,79.16,A,경과손해율_자동차
201109,1101110016728,0010630,흥국화재해상보험주식회사,91.23,A,경과손해율_자동차
201509,1101110005078,0010633,삼성화재해상보험주식회사,80.48,A,경과손해율_자동차
201906,1101110005078,0010633,삼성화재해상보험주식회사,87.05,A,경과손해율_자동차
201512,1101110005078,0010633,삼성화재해상보험주식회사,82.42,A,경과손해율_자동차
202003,1101110005078,0010633,삼성화재해상보험주식회사,86.32,A,경과손해율_자동차
201803,1101110005078,0010633,삼성화재해상보험주식회사,81.44,A,경과손해율_자동차
201706,1101110005078,0010633,삼성화재해상보험주식회사,76.27,A,경과손해율_자동차
201606,1101110005078,0010633,삼성화재해상보험주식회사,79.85,A,경과손해율_자동차
201709,1101110035893,0010634,현대해상화재보험주식회사,77.88,A,경과손해율_자동차
202109,1101110035893,0010634,현대해상화재보험주식회사,79.5,A,경과손해율_자동차
201609,1101110035893,0010634,현대해상화재보험주식회사,80.71,A,경과손해율_자동차
201403,1101110035893,0010634,현대해상화재보험주식회사,83.74,A,경과손해율_자동차
202203,1101110035893,0010634,현대해상화재보험주식회사,79.13,A,경과손해율_자동차
201503,1101110035893,0010634,현대해상화재보험주식회사,87.83,A,경과손해율_자동차
201806,1101110035893,0010634,현대해상화재보험주식회사,79.98,A,경과손해율_자동차
201106,1101110005078,0010633,삼성화재해상보험주식회사,76.37,A,경과손해율_자동차
201809,1101110035893,0010634,현대해상화재보험주식회사,82.24,A,경과손해율_자동차
201203,1101110005078,0010633,삼성화재해상보험주식회사,79.27,A,경과손해율_자동차
201712,1101110035893,0010634,현대해상화재보험주식회사,79.53,A,경과손해율_자동차
201312,1101110035893,0010634,현대해상화재보험주식회사,86.94,A,경과손해율_자동차
201409,1101110035893,0010634,현대해상화재보험주식회사,86.06,A,경과손해율_자동차
201209,1101110005078,0010633,삼성화재해상보험주식회사,77.92,A,경과손해율_자동차
201212,1101110005078,0010633,삼성화재해상보험주식회사,81.81,A,경과손해율_자동차
202009,1101110035893,0010634,현대해상화재보험주식회사,84.72,A,경과손해율_자동차
201612,1101110035893,0010634,현대해상화재보험주식회사,81.85,A,경과손해율_자동차
202112,1101110035893,0010634,현대해상화재보험주식회사,81.18,A,경과손해율_자동차
201306,1101110035893,0010634,현대해상화재보험주식회사,83.56,A,경과손해율_자동차
201703,1101110035893,0010634,현대해상화재보험주식회사,77.78,A,경과손해율_자동차
201112,1101110005078,0010633,삼성화재해상보험주식회사,79.78,A,경과손해율_자동차
202006,1101110035893,0010634,현대해상화재보험주식회사,84.08,A,경과손해율_자동차
201309,1101110035893,0010634,현대해상화재보험주식회사,85.22,A,경과손해율_자동차
201412,1101110035893,0010634,현대해상화재보험주식회사,88.11,A,경과손해율_자동차
201506,1101110035893,0010634,현대해상화재보험주식회사,86.86,A,경과손해율_자동차
201603,1101110035893,0010634,현대해상화재보험주식회사,82.19,A,경과손해율_자동차
201206,1101110005078,0010633,삼성화재해상보험주식회사,75.71,A,경과손해율_자동차
201303,1101110005078,0010633,삼성화재해상보험주식회사,81.26,A,경과손해율_자동차
201406,1101110035893,0010634,현대해상화재보험주식회사,84.67,A,경과손해율_자동차
201109,1101110005078,0010633,삼성화재해상보험주식회사,77.8,A,경과손해율_자동차
201509,1101110035893,0010634,현대해상화재보험주식회사,87.83,A,경과손해율_자동차
201906,1101110035893,0010634,현대해상화재보험주식회사,86.37,A,경과손해율_자동차
201512,1101110035893,0010634,현대해상화재보험주식회사,89.66,A,경과손해율_자동차
202003,1101110035893,0010634,현대해상화재보험주식회사,85.35,A,경과손해율_자동차
201803,1101110035893,0010634,현대해상화재보험주식회사,80.36,A,경과손해율_자동차
201706,1101110035893,0010634,현대해상화재보험주식회사,77.39,A,경과손해율_자동차
201606,1101110035893,0010634,현대해상화재보험주식회사,80.93,A,경과손해율_자동차
201709,1101110017859,0010635,주식회사KB손해보험,78.56,A,경과손해율_자동차
202109,1101110017859,0010635,주식회사KB손해보험,78.81,A,경과손해율_자동차
201609,1101110017859,0010635,주식회사KB손해보험,80.04,A,경과손해율_자동차
201403,1101110017859,0010635,주식회사KB손해보험,83.06,A,경과손해율_자동차
202203,1101110017859,0010635,주식회사KB손해보험,74.6,A,경과손해율_자동차
201503,1101110017859,0010635,주식회사KB손해보험,84.27,A,경과손해율_자동차
201806,1101110017859,0010635,주식회사KB손해보험,82.8,A,경과손해율_자동차
201106,1101110035893,0010634,현대해상화재보험주식회사,77.93,A,경과손해율_자동차
201809,1101110017859,0010635,주식회사KB손해보험,85.08,A,경과손해율_자동차
201203,1101110035893,0010634,현대해상화재보험주식회사,80.78,A,경과손해율_자동차
201712,1101110017859,0010635,주식회사KB손해보험,80.66,A,경과손해율_자동차
201312,1101110017859,0010635,주식회사KB손해보험,88.55,A,경과손해율_자동차
201409,1101110017859,0010635,주식회사KB손해보험,86.59,A,경과손해율_자동차
201209,1101110035893,0010634,현대해상화재보험주식회사,79.1,A,경과손해율_자동차
201212,1101110035893,0010634,현대해상화재보험주식회사,82.87,A,경과손해율_자동차
202009,1101110017859,0010635,주식회사KB손해보험,83.74,A,경과손해율_자동차
201612,1101110017859,0010635,주식회사KB손해보험,81.94,A,경과손해율_자동차
202112,1101110017859,0010635,주식회사KB손해보험,81.45,A,경과손해율_자동차
201306,1101110017859,0010635,주식회사KB손해보험,86.04,A,경과손해율_자동차
201703,1101110017859,0010635,주식회사KB손해보험,78.39,A,경과손해율_자동차
201112,1101110035893,0010634,현대해상화재보험주식회사,80.72,A,경과손해율_자동차
202006,1101110017859,0010635,주식회사KB손해보험,83.3,A,경과손해율_자동차
201309,1101110017859,0010635,주식회사KB손해보험,86.4,A,경과손해율_자동차
201412,1101110017859,0010635,주식회사KB손해보험,89.65,A,경과손해율_자동차
201506,1101110017859,0010635,주식회사KB손해보험,84.87,A,경과손해율_자동차
201603,1101110017859,0010635,주식회사KB손해보험,80.47,A,경과손해율_자동차
201206,1101110035893,0010634,현대해상화재보험주식회사,76.77,A,경과손해율_자동차
201303,1101110035893,0010634,현대해상화재보험주식회사,83.44,A,경과손해율_자동차
201406,1101110017859,0010635,주식회사KB손해보험,83.8,A,경과손해율_자동차
201109,1101110035893,0010634,현대해상화재보험주식회사,79.29,A,경과손해율_자동차
201509,1101110017859,0010635,주식회사KB손해보험,86.38,A,경과손해율_자동차
201906,1101110017859,0010635,주식회사KB손해보험,86.79,A,경과손해율_자동차
201512,1101110017859,0010635,주식회사KB손해보험,88.29,A,경과손해율_자동차
202003,1101110017859,0010635,주식회사KB손해보험,84.67,A,경과손해율_자동차
201803,1101110017859,0010635,주식회사KB손해보험,84.4,A,경과손해율_자동차
201706,1101110017859,0010635,주식회사KB손해보험,77.84,A,경과손해율_자동차
201606,1101110017859,0010635,주식회사KB손해보험,81.4,A,경과손해율_자동차
201709,1101110095285,0010636,DB손해보험주식회사,79.05,A,경과손해율_자동차
202109,1101110095285,0010636,DB손해보험주식회사,77.93,A,경과손해율_자동차
201609,1101110095285,0010636,DB손해보험주식회사,80.64,A,경과손해율_자동차
201403,1101110095285,0010636,DB손해보험주식회사,85.64,A,경과손해율_자동차
202203,1101110095285,0010636,DB손해보험주식회사,77.2,A,경과손해율_자동차
201503,1101110095285,0010636,DB손해보험주식회사,85.82,A,경과손해율_자동차
201806,1101110095285,0010636,DB손해보험주식회사,82.62,A,경과손해율_자동차
201106,1101110017859,0010635,주식회사KB손해보험,81.15,A,경과손해율_자동차
201809,1101110095285,0010636,DB손해보험주식회사,83.91,A,경과손해율_자동차
201203,1101110017859,0010635,주식회사KB손해보험,83.16,A,경과손해율_자동차
201712,1101110095285,0010636,DB손해보험주식회사,80.62,A,경과손해율_자동차
201312,1101110095285,0010636,DB손해보험주식회사,86.64,A,경과손해율_자동차
201409,1101110095285,0010636,DB손해보험주식회사,86.85,A,경과손해율_자동차
201209,1101110017859,0010635,주식회사KB손해보험,80.92,A,경과손해율_자동차
201212,1101110017859,0010635,주식회사KB손해보험,84.2,A,경과손해율_자동차
202009,1101110095285,0010636,DB손해보험주식회사,83.92,A,경과손해율_자동차
201612,1101110095285,0010636,DB손해보험주식회사,81.59,A,경과손해율_자동차
202112,1101110095285,0010636,DB손해보험주식회사,79.51,A,경과손해율_자동차
201306,1101110095285,0010636,DB손해보험주식회사,83.75,A,경과손해율_자동차
201703,1101110095285,0010636,DB손해보험주식회사,77.47,A,경과손해율_자동차
201112,1101110017859,0010635,주식회사KB손해보험,83.97,A,경과손해율_자동차
202006,1101110095285,0010636,DB손해보험주식회사,83.2,A,경과손해율_자동차
201309,1101110095285,0010636,DB손해보험주식회사,85.38,A,경과손해율_자동차
201412,1101110095285,0010636,DB손해보험주식회사,88.68,A,경과손해율_자동차
201506,1101110095285,0010636,DB손해보험주식회사,85.12,A,경과손해율_자동차
201603,1101110095285,0010636,DB손해보험주식회사,81.4,A,경과손해율_자동차
201206,1101110017859,0010635,주식회사KB손해보험,78.36,A,경과손해율_자동차
201303,1101110017859,0010635,주식회사KB손해보험,83.98,A,경과손해율_자동차
201406,1101110095285,0010636,DB손해보험주식회사,84.9,A,경과손해율_자동차
201109,1101110017859,0010635,주식회사KB손해보험,82.7,A,경과손해율_자동차
201509,1101110095285,0010636,DB손해보험주식회사,86.6,A,경과손해율_자동차
201906,1101110095285,0010636,DB손해보험주식회사,86.65,A,경과손해율_자동차
201512,1101110095285,0010636,DB손해보험주식회사,87.45,A,경과손해율_자동차
202003,1101110095285,0010636,DB손해보험주식회사,84.57,A,경과손해율_자동차
201803,1101110095285,0010636,DB손해보험주식회사,85.4,A,경과손해율_자동차
201706,1101110095285,0010636,DB손해보험주식회사,77.63,A,경과손해율_자동차
201606,1101110095285,0010636,DB손해보험주식회사,82.25,A,경과손해율_자동차
201709,1101110099774,0010637,서울보증보험주식회사,73.08,A,경과손해율_자동차
202109,1101110099774,0010637,서울보증보험주식회사,77.66,A,경과손해율_자동차
201609,1101110099774,0010637,서울보증보험주식회사,82.63,A,경과손해율_자동차
201403,1101110099774,0010637,서울보증보험주식회사,11990.48,A,경과손해율_자동차
202203,1101110099774,0010637,서울보증보험주식회사,52.68,A,경과손해율_자동차
201503,1101110099774,0010637,서울보증보험주식회사,89.4,A,경과손해율_자동차
201806,1101110099774,0010637,서울보증보험주식회사,69.27,A,경과손해율_자동차
201106,1101110095285,0010636,DB손해보험주식회사,76.3,A,경과손해율_자동차
201809,1101110099774,0010637,서울보증보험주식회사,72.65,A,경과손해율_자동차
201203,1101110095285,0010636,DB손해보험주식회사,80.24,A,경과손해율_자동차
201712,1101110099774,0010637,서울보증보험주식회사,76.13,A,경과손해율_자동차
201312,1101110099774,0010637,서울보증보험주식회사,848.74,A,경과손해율_자동차
201409,1101110099774,0010637,서울보증보험주식회사,82.69,A,경과손해율_자동차
201209,1101110095285,0010636,DB손해보험주식회사,77.83,A,경과손해율_자동차
201212,1101110095285,0010636,DB손해보험주식회사,82.79,A,경과손해율_자동차
202009,1101110099774,0010637,서울보증보험주식회사,75.35,A,경과손해율_자동차
201612,1101110099774,0010637,서울보증보험주식회사,82.68,A,경과손해율_자동차
202112,1101110099774,0010637,서울보증보험주식회사,75.86,A,경과손해율_자동차
201306,1101110099774,0010637,서울보증보험주식회사,22397.37,A,경과손해율_자동차
201703,1101110099774,0010637,서울보증보험주식회사,71.09,A,경과손해율_자동차
201112,1101110095285,0010636,DB손해보험주식회사,80.27,A,경과손해율_자동차
202006,1101110099774,0010637,서울보증보험주식회사,71.91,A,경과손해율_자동차
201309,1101110099774,0010637,서울보증보험주식회사,8745.13,A,경과손해율_자동차
201412,1101110099774,0010637,서울보증보험주식회사,89.93,A,경과손해율_자동차
201506,1101110099774,0010637,서울보증보험주식회사,88.37,A,경과손해율_자동차
201603,1101110099774,0010637,서울보증보험주식회사,88.24,A,경과손해율_자동차
201206,1101110095285,0010636,DB손해보험주식회사,77.43,A,경과손해율_자동차
201303,1101110095285,0010636,DB손해보험주식회사,82.67,A,경과손해율_자동차
201406,1101110099774,0010637,서울보증보험주식회사,81.31,A,경과손해율_자동차
201109,1101110095285,0010636,DB손해보험주식회사,79.25,A,경과손해율_자동차
201509,1101110099774,0010637,서울보증보험주식회사,82.32,A,경과손해율_자동차
201906,1101110099774,0010637,서울보증보험주식회사,80.61,A,경과손해율_자동차
201512,1101110099774,0010637,서울보증보험주식회사,83.25,A,경과손해율_자동차
202003,1101110099774,0010637,서울보증보험주식회사,73.6,A,경과손해율_자동차
201803,1101110099774,0010637,서울보증보험주식회사,66.12,A,경과손해율_자동차
201706,1101110099774,0010637,서울보증보험주식회사,72.44,A,경과손해율_자동차
201606,1101110099774,0010637,서울보증보험주식회사,83.88,A,경과손해율_자동차
201709,1101110226533,0010638,코리안리재보험주식회사,77.19,A,경과손해율_자동차
202109,1101110226533,0010638,코리안리재보험주식회사,75.06,A,경과손해율_자동차
